index,term,polarity,termFrom,termTo,context
5017,ipod,2,16,20,i want a pretty ipod caseeee
5018,barack obama,1,104,116,Ending the day thinking that the person who handled the Nobel debate with the most class and reason was barack obama . I agree
5019,xbox,1,6,10,wow ! xbox 360 games in the us sure do love call of duty .
5020,kindle,0,19,25,thanks amazon . my kindle died . no hassle return and i can tweet from this new one .
5021,john mayer,2,16,26,No Such Thing ! john mayer makes me happy .
5022,britney spears,1,64,78,is not sure if it should be embarrassing to listen to the first britney spears album while waiting for the next college class ...
5023,madonna,1,56,63,"I 'd love to see her do a collaboration with Britney or madonna , maybe even PCD too ."
5024,lindsay lohan,0,3,16,"is lindsay lohan being a bad girl ? ushaushuahsuahsuahu , yes , she is ."
5025,ipod,2,67,71,i ca n't see it ! i do n't know if you took it off though . . yeah ipod touch . in love !
5026,hillary clinton,1,76,91,the obvious answer would be wear a school girls outfit but I think going as hillary clinton would be good too .
5027,kindle,1,20,26,"i ordered my amazon kindle last week , my primas have them and love them !"
5028,harry potter,0,46,58,I seriously hope the acting has got better in harry potter . roommate is watching gauntlet of fire or whatever . These kids fucking suck
5029,micheal jackson,2,22,37,another part of me by micheal jackson is so nice ! love itttttttttttttttttt
5030,harry potter,1,29,41,Reminds me of my days in the harry potter and Kingdom Hearts fandoms . lol I would literally spend HOURS just looking for a good fic to read .
5031,barack obama,1,77,89,Poll : Public split on health overhaul legislation : Opposition to President barack obama ' is hea . .
5032,sarah palin,0,95,106,I sat looking at the television with my mouth open . I just could n't believe it . I guess cus sarah palin thinks different she does n't read lol
5033,harry potter,2,37,49,Monica me and my dad watched the new harry potter and mad dad slept during the whole time but me and monica loved it ! : p
5034,steve jobs,1,84,94,Design is not just what it looks like and feels like . '' Design is how it works '' steve jobs
5035,barack obama,1,58,70,Poll : Obama job approval rises to 56 percent : President barack obama ' is approval ratings are starting t . .
5036,micheal jackson,0,29,44,"She got that good good , she micheal jackson bad I 'm attracted to her with her attractive ass ! > Now your a rapper"
5037,britney spears,2,12,26,how cute is britney spears !! delayedtweets
5038,britney spears,1,34,48,balloon boy dad heene talks about britney spears boobs real or fake watch it
5039,harry potter,1,57,69,"sorry there was a bit worse for wear , thought you meant harry potter . Advertising Standards in fiction a step too far ..."
5040,obama,0,0,5,"obama - if you wan na fight , please take the lead . Do n't be a coward ."
5041,ipod,2,28,32,i 'm never gon na forget my ipod again . even if i have to put it in my bra .
5042,barack obama,1,0,12,barack obama Blog - The facts speak for themselves . anyone concerned with israel is survival . .
5043,sarah palin,1,40,51,So weird ... But awesome end quote ! '' sarah palin ' s Book Already Best-Seller ''
5044,kindle,2,14,20,do you have a kindle ? i love mine .
5045,charlie sheen,1,0,13,charlie sheen denied public court battle : The actor 's case against Two and a Half Men producers will take place ... .
5046,barack obama,1,39,51,Hillary Clinton ... . The Backstage of barack obama win 2009 Nobel Peace Prize ... . Hero in the New freedom Global world
5047,micheal jackson,0,27,42,Tee got that good good she micheal jackson bad He attracted to her with her attractive ass -- > so you can make that bedrock : -RRB-
5048,justin bieber,2,41,54,Imagine Selena Gomez recognition as love justin bieber enough
5049,ipad,1,114,118,"Lord_Sugar Been reading your book which is great ! I was thinking , do you think it would be possible to build an ipad type device for # 199 ?"
5050,madonna,1,24,31,Bad Romance sounds like madonna . Lady gag has different songs . I did n't like it yet .
5051,jimmy carter,0,0,12,jimmy carter will go down in history as one of our worst presidents . he is an idiot .
5052,britney spears,2,118,132,congratsbritneyyes indeed !! so excited and happy that she got up and got back into her career . good job love !! yay britney spears !!
5053,barack obama,1,86,98,That was funny Posted this earlier buy everytime I see it I start dying ... T-Pain ft barack obama
5054,lindsay lohan,1,29,42,"okay , i 'm not exactly like lindsay lohan in georgia rule . . ha"
5055,harry potter,0,27,39,RT Brandi_Brielle : i hate harry potter and wish he would just die already !
5056,taylor swift,2,11,23,4 . I love taylor swift 100factsaboutme
5057,britney spears,1,47,61,who is the better singer christina aguilera or britney spears
5058,wii,1,19,22,do you even have a wii ???
5059,ipad,2,22,26,I 'm tweeting from an ipad at the Apple Store . This thing is fucking epic .
5060,barack obama,1,0,12,barack obama on the importance for information literacy
5061,britney spears,0,16,30,okay like i < 3 britney spears and its really badass the new single is 1 before it comes out ... but her initials are bullshit ... how unsettling .
5062,tiger woods,2,69,80,Found This : New post : Ryder Cup captain Colin montgomery in awe of tiger woods ' team play -LRB-
5063,windows 7,1,54,63,new webblog post : did microsoft steal gpl code for a windows 7 utility ? = 264
5064,wii,1,0,3,wii game niche - converts 1:45 as of now & improving . : split testing as of now - product for playing backup and . .
5065,lindsay lohan,0,16,29,new blog post : lindsay lohan is one fuckable bitch
5066,nicolas cage,2,82,94,"war , inc . was good . if you liked it , you 'll also like '' lord of war '' with nicolas cage ..."
5067,google wave,1,20,31,"initial reaction to google wave : i get the organization , but at a loss on how to do basic things , example remove a contact from a new message"
5068,lance armstrong,0,21,36,Jens once challenged lance armstrong to see who had more testicles . Jens won by 5 JensVoigtFacts
5069,harry potter,2,40,52,Iam_Zolanski GASP no no no don say fuck harry potter . i love him lol
5070,kindle,1,23,29,i put both my books on kindle -4 cheap-amazon had a cow because i cut price under $ 2-i want people 2 learn where corruption began
5071,britney spears,1,0,14,britney spears news kate bosworth and alexander skarsgard spotted acting like a couple : the g . .
5072,obama,0,40,45,RT AMEN TO THAT ! SongofSongs1_2 he aka obama is no Commander-in-Chief ! George Washington is rolling over in his grave !
5073,xbox,2,42,46,"whatever , i was hoping for at least some xbox points"
5074,harry potter,1,82,94,home from work !! has had a good day !! but was long ! gon na chill out and watch harry potter and the philiosophers stone !! happy days !! : -RRB-
5075,ipod,1,34,38,"hi everyone , please check out my ipod touch review on youtube ! www.youtube.com/matthewjackson14"
5076,obama,0,23,28,News video talks about obama sends US troops to defend those that have been attacking US troops !? Guns 2 Mexico now this ? .
5077,harry potter,2,0,12,harry potter was great ... PART 2 NEEDS TO COME now
5078,britney spears,1,41,55,"suites in palms las vegas at ' 07 vmas , britney spears ' s infamous performance , kanye west not winning the awards , kanye west interrupting"
5079,chelsea handler,1,40,55,vera wang : vera wang loves food courts chelsea handler wants one with alcohol video source httpwwwtvsquadcom201 ... .
5080,iphone,0,18,24,"i hate it when my iphone just decides to stop spell-checking out of the blue . as soon as i tweet about it , it starts . michigan j . frogphone"
5081,google wave,1,41,52,"hello , wave invites at www.siblinks.net google wave invites . . please sign up there . . not at spam sites !"
5082,ipad,1,65,69,mcrazySHOTS Apple Survey - What do you think of Apple products ? ipad sucks ? apple .
5083,justin bieber,0,20,33,GET HYPE AS FUCK TO justin bieber AND R . KELLY . BUFF NIGGA SHIT . fucktyler
5084,google,2,93,99,bforthestorm hahahahaahaaahahaa hey do n't worry :] i love you < 3 alksdjkasdasd . Sometimes google translator makes easier that xD
5085,russell brand,1,0,13,russell brand prefers gardening over sex after marriage .
5086,lindsay lohan,0,18,31,e ! on the b - is lindsay lohan being a bad girl ? from e ! news now .
5087,britney spears,1,0,14,britney spears - i 'm a slave 4 you or lmfao - i 'm in miami trick lol
5088,madonna,1,52,59,"yesterday took Whitney , Janet , Michael , Justin , madonna and even the Pussycat Dolls to make it through the work day ... and still behind ."
5089,russell brand,0,25,38,Rihanna no longer thinks russell brand is an idiot : Rihanna says she thought russell brand was an '' idiot '' when s ... .
5090,ipod,2,56,60,the oakridbgeboys arethe best ! get their free phone or ipod touch application ! it 's the best application on my phone !
5091,wii,1,39,42,"fils-aime : new super mario brothers . wii will outsell mw2 -- with one stipulation -LSB- claims -RSB- : that stipulation is , it 'll b ..."
5092,lakers,0,18,24,"RT : tastemypussy lakers fans getting defensive tonight . Enjoy your ring ceremony on the 26th , prbly the last 1 until 2030 . << < hater lol"
5093,jimmy fallon,2,9,21,"Anyway , jimmy fallon then bed . School in the morning , unless it rains and I ca n't get a ride -LRB- which seems like it might actually happen -RRB-"
5094,iphone,1,35,41,staycie68 edit text can be done on iphone . so rt is easier
5095,britney spears,1,10,24,"photos of britney spears filming a video for her single '' 3 ... : please share your opinion with our community , bu . ."
5096,ashley tisdale,0,104,118,bizarroworldkev also enjoys iCarly and Glee . And has an unhealthy obsession with the girl who REPLACED ashley tisdale on Suite Life .
5097,madonna,2,94,101,"Tic Tac , Tic Tac , Tic Tac , Tic Tac , TicI Tac , Tic Tac GET STUPID DO N'T STOP IT , I love madonna"
5098,psp,1,35,38,gamesetwatch - shiren 3 wanders to psp : a fresh product listing on japanese online retailer rakuten indicates t . .
5099,britney spears,1,58,72,if you follow me it will make my year . you are following britney spears ! i at least have your albums . what do you say ??? please ?
5100,jimmy carter,0,9,21,why does jimmy carter support barack obama ? carter does n't want to go down in history as worst president .
5101,ipod,2,55,59,in line listening to prince when doves cry ! love this ipod !
5102,selena gomez,1,0,12,selena gomez & the Scene - A Year Without Rain .
5103,maradona,1,32,40,Embattled Argentina coach Diego maradona considering resignation ...
5104,charlie sheen,0,21,34,People who go to see charlie sheen and are disappointed and upset ... your dumb enough to go attend his lame show so its your own fault !
5105,lady gaga,2,37,46,Sales Figures : Adele Returns To 1 & lady gaga Remains On Top | . . : : That Grape Juice / / ThatGrapeJ . . .
5106,hilary swank,1,85,97,definitely an air of pretty lezzer i grant thee is it me or does joe look a bit like hilary swank in boys do n't cry ?
5107,lakers,0,21,27,OmfgitsKari Fuck the lakers ha ha RT AO760 : lakers << denzel sniffs crack from your crack
5108,tiger woods,2,47,58,"Golf has been approved for the 2016 Olympics , tiger woods they have a gold medal with your name on it"
5109,barack obama,1,58,70,"Had rude customers , but imagined them getting beat up by barack obama , teehee . Love customers ..."
5110,lindsay lohan,1,0,13,lindsay lohan news lindsay 's probation extended another year : ... lucky break for lindsay lohan . .
5111,britney spears,0,9,23,fuck off britney spears cock sucker !!!!!! stop following me 20 times !
5112,mandy moore,2,4,15,"Met mandy moore a few years ago , extremely nice , really tall -LRB- she had no shoes on -RRB- & well , huge feet , which is no ... ."
