index,term,polarity,termFrom,termTo,context
1967,power supply,0,56,68,Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.
1968,Core2 Quad,1,45,55,It is much faster than my desktop which is a Core2 Quad running at 2.83 GHz.
1969,battery life,2,73,85,It is good to know that I can mobilize without having to worry about the battery life.
1970,screen,2,4,10,"The screen is nice, side view angles are pretty good."
1971,screen,2,18,24,"The fact that the screen reacts to the lighting around you is an added luxury-when you are working around others in dark areas and want privacy or don't want to bother them with bright lighting, it is very convenient to have a darker, softer lit screen."
1972,screen,2,246,252,"The fact that the screen reacts to the lighting around you is an added luxury-when you are working around others in dark areas and want privacy or don't want to bother them with bright lighting, it is very convenient to have a darker, softer lit screen."
1973,applications,1,70,82,3 weeks went by and the computer keeps crashing and will not open any applications.
1974,feel,0,37,41,"Looks nice, but has a horribly cheap feel."
1975,Looks,2,0,5,"Looks nice, but has a horribly cheap feel."
1976,signals,2,39,46,"I have other computers that get strong signals that don't drop in places that this ""net""book loses its signal."
1977,signal,0,103,109,"I have other computers that get strong signals that don't drop in places that this ""net""book loses its signal."
1978,feel,2,4,8,"The feel of this is better than the Toshiba, too."
1979,quality,2,125,132,I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!
1980,memory,1,15,21,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine."
1981,Windows 7 Starter,1,44,61,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine."
1982,Win 7 Home,1,65,75,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine."
1983,runs,2,84,88,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine."
1984,drive,1,28,33,"I am not sure if it was the drive itself, however;"
1985,edges,0,41,46,"Also, one of the users mentioned how the edges on the macbook is sharp, if you have money to spend on one of the incase shells, it doesn't seem to be a problem."
1986,incase shells,2,113,126,"Also, one of the users mentioned how the edges on the macbook is sharp, if you have money to spend on one of the incase shells, it doesn't seem to be a problem."
1987,keyboard,2,23,31,"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic."
1988,weight,2,73,79,"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic."
1989,use,2,14,17,"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic."
1990,shipping,0,48,56,"Called Acer many times, they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer!"
1991,repair center,1,77,90,"Called Acer many times, they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer!"
1992,battery,2,4,11,The battery is really long.
1993,DVD burner,0,40,50,"Anyway, in early July of this year, the DVD burner stopped working, and the computer stared having issues with power supply."
1994,power supply,0,111,123,"Anyway, in early July of this year, the DVD burner stopped working, and the computer stared having issues with power supply."
1995,case,0,27,31,Had some trouble finding a case that it would fit in.
1996,keyboard,0,50,58,This computer that I have has had issues with the keyboard where it lost half the keyboard functions.
1997,iMovie,2,11,17,Comes with iMovie;
1998,SERVICE FACILITY,0,21,37,COMPUTER HAS BEEN AT SERVICE FACILITY MORE THAN IN MY HANDS.
1999,Customer Service,2,23,39,When I called Sony the Customer Service was Great.
2000,warranty,0,89,97,  even though I had the receipt in front of me proving it still had 2 months left on the warranty.
2001,programs,1,48,56,"It is a much more streamlined system for adding programs, using the internet, and doing other things everyone does on a computer."
2002,using the internet,1,58,76,"It is a much more streamlined system for adding programs, using the internet, and doing other things everyone does on a computer."
2003,buttons,0,43,50,"My computer froze on several occasion, had buttons that randomely would fall off and even had moments when the computer would refuse to turn on at all."
2004,safe mode,0,9,18,Not even safe mode boots.
2005,universal charger,0,24,41,I had to pay $100 for a universal charger for this cheap $300 laptop.
2006,powerpoint,2,4,14,The powerpoint opened seamlessly in the apple and the mac hooked up to the projector so easily it was almost scary.
2007,desktop background,0,26,44,1.You can not change your desktop background (window's 7 starter does NOT support that function).
2008,window's 7 starter,0,46,64,1.You can not change your desktop background (window's 7 starter does NOT support that function).
2009,function,0,87,95,1.You can not change your desktop background (window's 7 starter does NOT support that function).
2010,IT support technicians,0,100,122,"Took me 11 hours, 3 trips to different FedEx offices, and brutal conversations with 14 of the worse IT support technicians in the world."
2011,charger,0,30,37,Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.
2012,hardware,0,92,100,Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.
2013,customer service center,0,12,35,"As usual at customer service center, she asked me to hold for a moment while she went to the back-office and compare it with other same model netbooks and discussed it with her colleague (I could see them)."
